# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	WORDINSOURCE	COUNTERPART	IPA	COGID
2276	Vartashen_Udi	near	103	išˤa {иъшIа}	иъшIа	išˤa	452
2277	Archi	near	103	ɬːʷa-k	ɬːʷa-k	ɬːʷa-k	453
2278	Kryts_proper	near	103	müqʼo-v ~ möqʼö-v	müqʼo-v ~ möqʼö-v	müqʼo-v ~ möqʼö-v	454
2279	Alyk_Kryts	near	103	miqʼe-ʕ	miqʼe-ʕ	miqʼe-ʕ	454
2280	Budukh	near	103	bədə ~ bodə {бада, бода}	бада, бода	bədə ~ bodə	455
2281	Mishlesh_Tsakhur	near	103	dʸolʸe-s ~ dʸolʸe-s-wallʸe ~ dʸolʸe-s-class {дёлес-на}	дёлес-на	dʸolʸe-s ~ dʸolʸe-s-wallʸe ~ dʸolʸe-s-class	456
2282	Mikik_Tsakhur	near	103	dʸelʸe-s	dʸelʸe-s	dʸelʸe-s	456
2283	Gelmets_Tsakhur	near	103	dʸolʸe-s-class	dʸolʸe-s-class	dʸolʸe-s-class	456
2284	Mukhad_Rutul	near	103	beg-ed-ä ~ bey-d-ä ~ bey-d-e {бейдаь ~ бейде}	бейдаь ~ бейде	beg-ed-ä ~ bey-d-ä ~ bey-d-e	457
2285	Ixrek_Rutul	near	103	bex-d-ä ~ bex-d-e {бехьдаь ~ бехьде}	бехьдаь ~ бехьде	bex-d-ä ~ bex-d-e	457
2286	Luchek_Rutul	near	103	bey-d-ɨ	bey-d-ɨ	bey-d-ɨ	457
2287	Koshan_Aghul	near	103	bugu-h	bugu-h	bugu-h	457
2288	Keren_Aghul	near	103	muqʼu	muqʼu	muqʼu	454
2289	Gequn_Aghul	near	103	bugu-li-h ~ bugu-li-w	bugu-li-h ~ bugu-li-w	bugu-li-h ~ bugu-li-w	457
2290	Fite_Aghul	near	103	muqʼu	muqʼu	muqʼu	454
2291	Northern_Tabasaran	near	103	bagˈa-x	bagˈa-x	bagˈa-x	457
2292	Southern_Tabasaran	near	103	bagˈa-x	bagˈa-x	bagˈa-x	457
2293	Gyune_Lezgi	near	103	maqʼʷa	maqʼʷa	maqʼʷa	454
2294	Outgroup_Chechen	near	103	gerga-ra {гергара}	гергара	gerga-ra	459
2295	Fite_Aghul	near	103	bagu	bagu	bagu	457
2296	Southern_Tabasaran	near	103	ʁʷalˈa-q	ʁʷalˈa-q	ʁʷalˈa-q	458
#
1250	Nidzh_Udi	neck	58	ozan {озан}	озан	ozan	248
1251	Vartashen_Udi	neck	58	ozan {озан}	озан	ozan	248
1252	Archi	neck	58	oˤčʼ-lˈekːi	oˤčʼ-lˈekːi	oˤčʼ-lˈekːi	250
1253	Kryts_proper	neck	58	gardan	gardan	gardan	-585
1254	Alyk_Kryts	neck	58	gardan	gardan	gardan	-586
1255	Budukh	neck	58	gərdən {гардан}	гардан	gərdən	-587
1256	Mishlesh_Tsakhur	neck	58	gardan {гардан}	гардан	gardan	-588
1257	Mikik_Tsakhur	neck	58	gardan	gardan	gardan	-589
1258	Gelmets_Tsakhur	neck	58	gardan	gardan	gardan	-590
1259	Mukhad_Rutul	neck	58	gardan {гардан}	гардан	gardan	-591
1260	Ixrek_Rutul	neck	58	gardan {гардан}	гардан	gardan	-592
1261	Luchek_Rutul	neck	58	gardan	gardan	gardan	-593
1262	Koshan_Aghul	neck	58	gardan	gardan	gardan	-594
1263	Keren_Aghul	neck	58	gardan	gardan	gardan	-595
1264	Gequn_Aghul	neck	58	gardan	gardan	gardan	-596
1265	Fite_Aghul	neck	58	gardan	gardan	gardan	-597
1266	Aghul_proper	neck	58	gardan	gardan	gardan	-598
1267	Northern_Tabasaran	neck	58	gardˈan	gardˈan	gardˈan	-599
1268	Southern_Tabasaran	neck	58	gardˈan	gardˈan	gardˈan	-600
1269	Gyune_Lezgi	neck	58	gardˈan	gardˈan	gardˈan	-601
1270	Outgroup_Chechen	neck	58	worta {ворта}	ворта	worta	-602
1271	Vartashen_Udi	neck	58	qːoqː {къокъ}	къокъ	qːoqː	249
#
1272	Nidzh_Udi	new	59	täzä {таьзаь}	таьзаь	täzä	-603
1273	Vartashen_Udi	new	59	ini {ини}	ини	ini	251
1274	Archi	new	59	macʼˈa-tːu-class	macʼˈa-tːu-class	macʼˈa-tːu-class	251
1275	Kryts_proper	new	59	cʼiyä	cʼiyä	cʼiyä	251
1276	Alyk_Kryts	new	59	taza	taza	taza	-604
1277	Budukh	new	59	təzə {таза}	таза	təzə	-605
1278	Mishlesh_Tsakhur	new	59	cʼʸe-class-n {цIедын}	цIедын	cʼʸe-class-n	251
1279	Mikik_Tsakhur	new	59	cʼʸe-class-n	cʼʸe-class-n	cʼʸe-class-n	251
1280	Gelmets_Tsakhur	new	59	cʼʸe-class-nʸ	cʼʸe-class-nʸ	cʼʸe-class-nʸ	251
1281	Mukhad_Rutul	new	59	cʼin-dɨ {цIинды}	цIинды	cʼin-dɨ	251
1282	Ixrek_Rutul	new	59	cʼin-dɨ {цIинды}	цIинды	cʼin-dɨ	251
1283	Luchek_Rutul	new	59	cʼin-dɨ	cʼin-dɨ	cʼin-dɨ	251
1284	Koshan_Aghul	new	59	cʼeye-r	cʼeye-r	cʼeye-r	251
1285	Keren_Aghul	new	59	cʼaye-f	cʼaye-f	cʼaye-f	251
1286	Gequn_Aghul	new	59	cʼeye-f	cʼeye-f	cʼeye-f	251
1287	Fite_Aghul	new	59	cʼayi-t	cʼayi-t	cʼayi-t	251
1288	Aghul_proper	new	59	cʼeye-f	cʼeye-f	cʼeye-f	251
1289	Northern_Tabasaran	new	59	cʼeyˈi	cʼeyˈi	cʼeyˈi	251
1290	Southern_Tabasaran	new	59	cʼiyˈi	cʼiyˈi	cʼiyˈi	251
1291	Gyune_Lezgi	new	59	cʼeyˈi	cʼeyˈi	cʼeyˈi	251
1292	Outgroup_Chechen	new	59	kerla {керла}	керла	kerla	252
#
1293	Nidzh_Udi	night	60	šü {шуь}	шуь	šü	253
1294	Vartashen_Udi	night	60	šu {шу}	шу	šu	253
1295	Archi	night	60	ˈišː-	ˈišː-	ˈišː-	253
1296	Kryts_proper	night	60	yif	yif	yif	253
1297	Alyk_Kryts	night	60	yif	yif	yif	253
1298	Budukh	night	60	yuǯə-n-ǯiǯ {йуджанджидж, йудженджидж}	йуджанджидж, йудженджидж	yuǯə-n-ǯiǯ	253
1299	Mishlesh_Tsakhur	night	60	χˤam {хаIм}	хаIм	χˤam	254
1300	Mikik_Tsakhur	night	60	χˤam	χˤam	χˤam	254
1301	Gelmets_Tsakhur	night	60	χˤam	χˤam	χˤam	254
1302	Mukhad_Rutul	night	60	wɨš ~ wuš {выш ~ вуш}	выш ~ вуш	wɨš ~ wuš	253
1303	Ixrek_Rutul	night	60	yüš ~ yuš {йуьш ~ йуш}	йуьш ~ йуш	yüš ~ yuš	253
1304	Luchek_Rutul	night	60	wɨš	wɨš	wɨš	253
1305	Koshan_Aghul	night	60	išːʷ	išːʷ	išːʷ	253
1306	Keren_Aghul	night	60	ʢuš	ʢuš	ʢuš	253
1307	Gequn_Aghul	night	60	ʡüš	ʡüš	ʡüš	253
1308	Fite_Aghul	night	60	üxʸ	üxʸ	üxʸ	253
1309	Aghul_proper	night	60	ʡüš	ʡüš	ʡüš	253
1310	Northern_Tabasaran	night	60	yˈižʷ-i	yˈižʷ-i	yˈižʷ-i	253
1311	Southern_Tabasaran	night	60	yišʷ	yišʷ	yišʷ	253
1312	Gyune_Lezgi	night	60	yif	yif	yif	253
1313	Outgroup_Chechen	night	60	büysa {буьйса}	буьйса	büysa	255
#
1314	Nidzh_Udi	nose	61	boχˤmoʁ {боъхмоъгъ}	боъхмоъгъ	boχˤmoʁ	256
1315	Vartashen_Udi	nose	61	boχˤmoʁ {боъхмоъгъ}	боъхмоъгъ	boχˤmoʁ	256
1316	Archi	nose	61	muč	muč	muč	257
1317	Kryts_proper	nose	61	miʔel	miʔel	miʔel	258
1318	Alyk_Kryts	nose	61	maʔal	maʔal	maʔal	258
1319	Budukh	nose	61	meʔel {меъел}	меъел	meʔel	258
1320	Mishlesh_Tsakhur	nose	61	qow {хъов}	хъов	qow	259
1321	Mikik_Tsakhur	nose	61	quš	quš	quš	260
1322	Gelmets_Tsakhur	nose	61	qow	qow	qow	259
1323	Mukhad_Rutul	nose	61	xex {хьехь}	хьехь	xex	261
1324	Ixrek_Rutul	nose	61	xex {хьехь}	хьехь	xex	261
1325	Luchek_Rutul	nose	61	xexʸ	xexʸ	xexʸ	261
1326	Koshan_Aghul	nose	61	qˤuq	qˤuq	qˤuq	262
1327	Keren_Aghul	nose	61	qˤuq	qˤuq	qˤuq	262
1328	Gequn_Aghul	nose	61	qʷeqʷ ~ qüqʸ	qʷeqʷ ~ qüqʸ	qʷeqʷ ~ qüqʸ	262
1329	Fite_Aghul	nose	61	qʷeqʷ	qʷeqʷ	qʷeqʷ	262
1330	Aghul_proper	nose	61	qeqʷ	qeqʷ	qeqʷ	262
1331	Northern_Tabasaran	nose	61	qˤaq	qˤaq	qˤaq	262
1332	Southern_Tabasaran	nose	61	qˤuq	qˤuq	qˤuq	262
1333	Gyune_Lezgi	nose	61	ner	ner	ner	258
1334	Outgroup_Chechen	nose	61	mara {мара}	мара	mara	263
1335	Mikik_Tsakhur	nose	61	qow	qow	qow	259
#
1336	Nidzh_Udi	not	62	te- {те-}	те-	te-	264
1337	Vartashen_Udi	not	62	te- {те-}	те-	te-	264
1338	Archi	not	62	=t""u	=t""u	=t""u	264
1339	Kryts_proper	not	62	d-ä-class	d-ä-class	d-ä-class	264
1340	Alyk_Kryts	not	62	d-a-class	d-a-class	d-a-class	264
1341	Budukh	not	62	d-ə-class {да-}	да-	d-ə-class	264
1342	Mishlesh_Tsakhur	not	62	dʸe-š {деш}	деш	dʸe-š	264
1343	Gelmets_Tsakhur	not	62	dʸi-ʔ {диъ}	диъ	dʸi-ʔ	264
1344	Mukhad_Rutul	not	62	di-š {диш}	диш	di-š	264
1345	Ixrek_Rutul	not	62	di-š {диш}	диш	di-š	264
1346	Koshan_Aghul	not	62	=da	=da	=da	264
1347	Keren_Aghul	not	62	=da	=da	=da	264
1348	Gequn_Aghul	not	62	=da	=da	=da	264
1349	Fite_Aghul	not	62	=da	=da	=da	264
1350	Aghul_proper	not	62	=da	=da	=da	264
1351	Northern_Tabasaran	not	62	da-r	da-r	da-r	264
1352	Southern_Tabasaran	not	62	da-r	da-r	da-r	264
1353	Gyune_Lezgi	not	62	=č	=č	=č	265
1354	Outgroup_Chechen	not	62	ca {ца}	ца	ca	265
#
1355	Nidzh_Udi	one	63	sa {са}	са	sa	266
1356	Vartashen_Udi	one	63	sa {са}	са	sa	266
1357	Archi	one	63	ˈosː-	ˈosː-	ˈosː-	266
1358	Kryts_proper	one	63	sa-class	sa-class	sa-class	266
1359	Alyk_Kryts	one	63	sa-class	sa-class	sa-class	266
1360	Budukh	one	63	sə-class {са-}	са-	sə-class	266
1361	Mishlesh_Tsakhur	one	63	sa ~ sa-class-lʸe {са, салле}	са, салле	sa ~ sa-class-lʸe	266
1362	Mikik_Tsakhur	one	63	sa ~ sa-class-lʸe	sa ~ sa-class-lʸe	sa ~ sa-class-lʸe	266
1363	Gelmets_Tsakhur	one	63	sa ~ sa-class-lʸä	sa ~ sa-class-lʸä	sa ~ sa-class-lʸä	266
1364	Mukhad_Rutul	one	63	sa {са}	са	sa	266
1365	Ixrek_Rutul	one	63	sä {саь}	саь	sä	266
1366	Luchek_Rutul	one	63	sa	sa	sa	266
1367	Koshan_Aghul	one	63	sːa-r	sːa-r	sːa-r	266
1368	Keren_Aghul	one	63	sa-d	sa-d	sa-d	266
1369	Gequn_Aghul	one	63	sa-d	sa-d	sa-d	266
1370	Fite_Aghul	one	63	sa-d	sa-d	sa-d	266
1371	Aghul_proper	one	63	sa-d	sa-d	sa-d	266
1372	Northern_Tabasaran	one	63	sa-class	sa-class	sa-class	266
1373	Southern_Tabasaran	one	63	sa-class	sa-class	sa-class	266
1374	Gyune_Lezgi	one	63	sa	sa	sa	266
1375	Outgroup_Chechen	one	63	cħaʔ {цхьаъ}	цхьаъ	cħaʔ	266
#
1376	Nidzh_Udi	person	64	amd-ar {амдар}	амдар	amd-ar	-606
1377	Vartashen_Udi	person	64	adam-ar {адамар}	адамар	adam-ar	-607
1378	Archi	person	64	adˈam	adˈam	adˈam	-608
1379	Kryts_proper	person	64	admi	admi	admi	-609
1380	Alyk_Kryts	person	64	adami	adami	adami	-610
1381	Budukh	person	64	idmi {идми}	идми	idmi	-611
1382	Mishlesh_Tsakhur	person	64	insan ~ iːsan {инсан}	инсан	insan ~ iːsan	-612
1383	Mikik_Tsakhur	person	64	insan	insan	insan	-613
1384	Gelmets_Tsakhur	person	64	insan	insan	insan	-614
1385	Mukhad_Rutul	person	64	edemi ~ ädämi {эдеми ~ аьдаьми}	эдеми ~ аьдаьми	edemi ~ ädämi	-615
1386	Ixrek_Rutul	person	64	edemi {эдеми}	эдеми	edemi	-616
1387	Luchek_Rutul	person	64	edemi	edemi	edemi	-617
1388	Koshan_Aghul	person	64	insan	insan	insan	-618
1389	Gequn_Aghul	person	64	insan	insan	insan	-619
1390	Aghul_proper	person	64	insan	insan	insan	-620
1391	Northern_Tabasaran	person	64	ermˈi {эрми}	эрми	ermˈi	-621
1392	Southern_Tabasaran	person	64	edmˈi {эдми}	эдми	edmˈi	-622
1393	Gyune_Lezgi	person	64	insˈan	insˈan	insˈan	-623
1394	Outgroup_Chechen	person	64	stag {стаг}	стаг	stag	268
#
1395	Nidzh_Udi	rain	65	aʁa-la {агъала}	агъала	aʁa-la	269
1396	Vartashen_Udi	rain	65	aʁa-la {агъала}	агъала	aʁa-la	269
1397	Archi	rain	65	χːˤel	χːˤel	χːˤel	270
1398	Kryts_proper	rain	65	čʼebi-ǯ	čʼebi-ǯ	čʼebi-ǯ	271
1399	Alyk_Kryts	rain	65	čʼebi-ǯ	čʼebi-ǯ	čʼebi-ǯ	271
1400	Budukh	rain	65	məf {маф}	маф	məf	272
1401	Mishlesh_Tsakhur	rain	65	gʸ=oʁiː {гёгий}	гёгий	gʸ=oʁiː	269
1402	Mikik_Tsakhur	rain	65	gʸ=oːʁiː	gʸ=oːʁiː	gʸ=oːʁiː	269
1403	Gelmets_Tsakhur	rain	65	gʸ=eʁu-y	gʸ=eʁu-y	gʸ=eʁu-y	269
1404	Mukhad_Rutul	rain	65	h=uʁa-l ~ uʁa-l {гьугъал}	гьугъал	h=uʁa-l ~ uʁa-l	269
1405	Ixrek_Rutul	rain	65	h=uʁa-l {гьугъал}	гьугъал	h=uʁa-l	269
1406	Luchek_Rutul	rain	65	h=uʁa-l	h=uʁa-l	h=uʁa-l	269
1407	Koshan_Aghul	rain	65	uʢa-l	uʢa-l	uʢa-l	269
1408	Keren_Aghul	rain	65	uʁa-l	uʁa-l	uʁa-l	269
1409	Gequn_Aghul	rain	65	uʁa-l	uʁa-l	uʁa-l	269
1410	Fite_Aghul	rain	65	uʁa-l	uʁa-l	uʁa-l	269
1411	Aghul_proper	rain	65	uʁa-l	uʁa-l	uʁa-l	269
1412	Northern_Tabasaran	rain	65	marx	marx	marx	272
1413	Southern_Tabasaran	rain	65	marx	marx	marx	272
1414	Gyune_Lezgi	rain	65	marf	marf	marf	272
1415	Outgroup_Chechen	rain	65	doɣa {догIа}	догIа	doɣa	269
1416	Fite_Aghul	rain	65	marf	marf	marf	272
#
1417	Nidzh_Udi	red	66	čːˤočːˤa {чоча}	чоча	čːˤočːˤa	273
1418	Vartashen_Udi	red	66	čːˤočːˤa {чоча}	чоча	čːˤočːˤa	273
1419	Archi	red	66	yˈaˤtʼan-nu-class	yˈaˤtʼan-nu-class	yˈaˤtʼan-nu-class	-624
1420	Kryts_proper	red	66	iri	iri	iri	274
1421	Alyk_Kryts	red	66	iuru	iuru	iuru	274
1422	Budukh	red	66	al {ал}	ал	al	-625
1423	Mishlesh_Tsakhur	red	66	čʼara-n {чIаран, чIаIран}	чIаран, чIаIран	čʼara-n	275
1424	Mikik_Tsakhur	red	66	čʼera-n	čʼera-n	čʼera-n	275
1425	Gelmets_Tsakhur	red	66	čʼara-nʸ	čʼara-nʸ	čʼara-nʸ	275
1426	Mukhad_Rutul	red	66	ir-dɨ {ирды}	ирды	ir-dɨ	274
1427	Ixrek_Rutul	red	66	ir-dɨ {ирды}	ирды	ir-dɨ	274
1428	Luchek_Rutul	red	66	ir-dɨ	ir-dɨ	ir-dɨ	274
1429	Koshan_Aghul	red	66	ire-r	ire-r	ire-r	274
1430	Keren_Aghul	red	66	ire-f	ire-f	ire-f	274
1431	Gequn_Aghul	red	66	ire-f	ire-f	ire-f	274
1432	Fite_Aghul	red	66	iri-t	iri-t	iri-t	274
1433	Aghul_proper	red	66	ire-f	ire-f	ire-f	274
1434	Northern_Tabasaran	red	66	irˈi	irˈi	irˈi	274
1435	Southern_Tabasaran	red	66	ürˈu	ürˈu	ürˈu	274
1436	Gyune_Lezgi	red	66	yarˈu	yarˈu	yarˈu	274
1437	Outgroup_Chechen	red	66	cʼeːn {цIēн}	цIēн	cʼeːn	276
#
1438	Nidzh_Udi	road	67	yaqː {йакъ}	йакъ	yaqː	277
1439	Vartashen_Udi	road	67	yaqː {йакъ}	йакъ	yaqː	277
1440	Archi	road	67	dˈeqʼːˤ-	dˈeqʼːˤ-	dˈeqʼːˤ-	277
1441	Kryts_proper	road	67	riχ	riχ	riχ	278
1442	Alyk_Kryts	road	67	riχ	riχ	riχ	278
1443	Budukh	road	67	riχ {рих}	рих	riχ	278
1444	Mishlesh_Tsakhur	road	67	yaqːˤ- {йаIхъ, йаIххъ-}	йаIхъ, йаIххъ-	yaqːˤ-	277
1445	Mikik_Tsakhur	road	67	yaqːˤ-	yaqːˤ-	yaqːˤ-	277
1446	Gelmets_Tsakhur	road	67	yɨqːˤ-	yɨqːˤ-	yɨqːˤ-	277
1447	Mukhad_Rutul	road	67	raqˤ {раIхъ}	раIхъ	raqˤ	277
1448	Ixrek_Rutul	road	67	raqˤ {раIхъ}	раIхъ	raqˤ	277
1449	Luchek_Rutul	road	67	raqˤ	raqˤ	raqˤ	277
1450	Koshan_Aghul	road	67	raqːˤ	raqːˤ	raqːˤ	277
1451	Keren_Aghul	road	67	raqːˤ	raqːˤ	raqːˤ	277
1452	Gequn_Aghul	road	67	reqːʸ	reqːʸ	reqːʸ	277
1453	Fite_Aghul	road	67	raqːˤ	raqːˤ	raqːˤ	277
1454	Aghul_proper	road	67	räqː ~ reqː	räqː ~ reqː	räqː ~ reqː	277
1455	Northern_Tabasaran	road	67	rˈaqːˤ-a	rˈaqːˤ-a	rˈaqːˤ-a	277
1456	Southern_Tabasaran	road	67	raqːˤ	raqːˤ	raqːˤ	277
1457	Gyune_Lezgi	road	67	räq	räq	räq	277
1458	Outgroup_Chechen	road	67	neqʼ {некъ}	некъ	neqʼ	277
#
1459	Nidzh_Udi	root	68	tum ~ tüm {тум}	тум	tum ~ tüm	279
1460	Vartashen_Udi	root	68	tum {тум}	тум	tum	279
1461	Archi	root	68	mˈarχːu	mˈarχːu	mˈarχːu	-626
1462	Kryts_proper	root	68	kuk	kuk	kuk	-627
1463	Alyk_Kryts	root	68	kuk	kuk	kuk	-628
1464	Budukh	root	68	kuk {кук}	кук	kuk	-629
1465	Mishlesh_Tsakhur	root	68	kok {кок}	кок	kok	-630
1466	Mikik_Tsakhur	root	68	kokː-	kokː-	kokː-	-631
1467	Gelmets_Tsakhur	root	68	kok	kok	kok	-632
1468	Mukhad_Rutul	root	68	ʁʷab {гъваб}	гъваб	ʁʷab	280
1469	Ixrek_Rutul	root	68	ʁʷab {гъваб}	гъваб	ʁʷab	280
1470	Luchek_Rutul	root	68	ʁʷab	ʁʷab	ʁʷab	280
1471	Koshan_Aghul	root	68	marʡ	marʡ	marʡ	281
1472	Keren_Aghul	root	68	marqʷˤ	marqʷˤ	marqʷˤ	281
1473	Gequn_Aghul	root	68	märʡ	märʡ	märʡ	281
1474	Fite_Aghul	root	68	marʔ	marʔ	marʔ	281
1475	Aghul_proper	root	68	märʡ	märʡ	märʡ	281
1476	Northern_Tabasaran	root	68	ǯuw	ǯuw	ǯuw	282
1477	Southern_Tabasaran	root	68	čːiw	čːiw	čːiw	282
1478	Gyune_Lezgi	root	68	duwˈul	duwˈul	duwˈul	283
1479	Outgroup_Chechen	root	68	oːra-m {ōрам}	ōрам	oːra-m	284
#
1480	Nidzh_Udi	round	69	kːankːoroy {кIанкIорой}	кIанкIорой	kːankːoroy	285
1481	Vartashen_Udi	round	69	kːakːanikː {кIакIаникI}	кIакIаникI	kːakːanikː	285
1482	Archi	round	69	gukːˈi-tːu-class	gukːˈi-tːu-class	gukːˈi-tːu-class	-633
1483	Kryts_proper	round	69	gurgu-m	gurgu-m	gurgu-m	285
1484	Alyk_Kryts	round	69	bembeleɢʷatʼa	bembeleɢʷatʼa	bembeleɢʷatʼa	286
1485	Budukh	round	69	gungu-r-tʼi ~ gungu-lu-tʼi {гунгуртIи}	гунгуртIи	gungu-r-tʼi ~ gungu-lu-tʼi	285
1486	Mishlesh_Tsakhur	round	69	gɨlʸgɨlʸe-n {гылʹгылен}	гылʹгылен	gɨlʸgɨlʸe-n	285
1487	Mikik_Tsakhur	round	69	gɨrgara-n	gɨrgara-n	gɨrgara-n	285
1488	Gelmets_Tsakhur	round	69	top-xʸilʸi-nʸ	top-xʸilʸi-nʸ	top-xʸilʸi-nʸ	287
1489	Mukhad_Rutul	round	69	ruʁ-ud {ругъуд}	ругъуд	ruʁ-ud	288
1490	Ixrek_Rutul	round	69	gɨrg-ɨ-n-dɨ {гыргынды}	гыргынды	gɨrg-ɨ-n-dɨ	285
1491	Luchek_Rutul	round	69	ruʁu-d	ruʁu-d	ruʁu-d	288
1492	Koshan_Aghul	round	69	al=arc-ni-r	al=arc-ni-r	al=arc-ni-r	289
1493	Keren_Aghul	round	69	gilg-e-n-f	gilg-e-n-f	gilg-e-n-f	285
1494	Gequn_Aghul	round	69	gilg-e-n-f ~ girg-e-n-f	gilg-e-n-f ~ girg-e-n-f	gilg-e-n-f ~ girg-e-n-f	285
1495	Fite_Aghul	round	69	gug-mi-t	gug-mi-t	gug-mi-t	285
1496	Aghul_proper	round	69	girg-e-n-f	girg-e-n-f	girg-e-n-f	285
1497	Northern_Tabasaran	round	69	cʼˈi=gurgu-mi	cʼˈi=gurgu-mi	cʼˈi=gurgu-mi	285
1498	Southern_Tabasaran	round	69	gerg-mˈi	gerg-mˈi	gerg-mˈi	285
1499	Gyune_Lezgi	round	69	el=qːʷˈe-y {элкъвей}	элкъвей	el=qːʷˈe-y	288
1500	Outgroup_Chechen	round	69	gorga {горга}	горга	gorga	285
1501	Koshan_Aghul	round	69	tʼaˤrlič	tʼaˤrlič	tʼaˤrlič	290
1502	Fite_Aghul	round	69	al=urcu-t	al=urcu-t	al=urcu-t	289
#
2297	Nidzh_Udi	salt	104	el {ел}	ел	el	460
2298	Vartashen_Udi	salt	104	el {ел}	ел	el	460
2299	Archi	salt	104	ˈorχˤi	ˈorχˤi	ˈorχˤi	461
2300	Kryts_proper	salt	104	qʼel	qʼel	qʼel	460
2301	Alyk_Kryts	salt	104	qʼel	qʼel	qʼel	460
2302	Budukh	salt	104	qʼel {кьел}	кьел	qʼel	460
2303	Mishlesh_Tsakhur	salt	104	qʼew {кьев}	кьев	qʼew	460
2304	Mikik_Tsakhur	salt	104	qʼew	qʼew	qʼew	460
2305	Gelmets_Tsakhur	salt	104	qʼew	qʼew	qʼew	460
2306	Mukhad_Rutul	salt	104	qʼäl ~ qʼel {кьаьл ~ кьел}	кьаьл ~ кьел	qʼäl ~ qʼel	460
2307	Ixrek_Rutul	salt	104	qʼel ~ qʼäl {кьел ~ кьаьл}	кьел ~ кьаьл	qʼel ~ qʼäl	460
2308	Luchek_Rutul	salt	104	qʼelʸ	qʼelʸ	qʼelʸ	460
2309	Koshan_Aghul	salt	104	qʼel	qʼel	qʼel	460
2310	Keren_Aghul	salt	104	qʼˤal	qʼˤal	qʼˤal	460
2311	Gequn_Aghul	salt	104	qʼel ~ qʼäl	qʼel ~ qʼäl	qʼel ~ qʼäl	460
2312	Fite_Aghul	salt	104	qʼil	qʼil	qʼil	460
2313	Aghul_proper	salt	104	qʼel	qʼel	qʼel	460
2314	Northern_Tabasaran	salt	104	qʼil	qʼil	qʼil	460
2315	Southern_Tabasaran	salt	104	qʼil	qʼil	qʼil	460
2316	Gyune_Lezgi	salt	104	qʼäl	qʼäl	qʼäl	460
2317	Outgroup_Chechen	salt	104	tüxa {туьха}	туьха	tüxa	462
#
1503	Nidzh_Udi	sand	70	qːum {къум}	къум	qːum	-634
1504	Vartashen_Udi	sand	70	ša {ша}	ша	ša	291
1505	Archi	sand	70	sˈarsi	sˈarsi	sˈarsi	292
1506	Kryts_proper	sand	70	qːum	qːum	qːum	-635
1507	Alyk_Kryts	sand	70	qːum	qːum	qːum	-636
1508	Budukh	sand	70	qːum {къум}	къум	qːum	-637
1509	Mishlesh_Tsakhur	sand	70	qːum {къум}	къум	qːum	-638
1510	Mikik_Tsakhur	sand	70	qːum	qːum	qːum	-639
1511	Gelmets_Tsakhur	sand	70	qːum	qːum	qːum	-640
1512	Mukhad_Rutul	sand	70	šim ~ šum {шим}	шим	šim ~ šum	291
1513	Ixrek_Rutul	sand	70	qːum {къум}	къум	qːum	-641
1514	Luchek_Rutul	sand	70	qːum	qːum	qːum	-642
1515	Koshan_Aghul	sand	70	qːum	qːum	qːum	-643
1516	Keren_Aghul	sand	70	qːum	qːum	qːum	-644
1517	Gequn_Aghul	sand	70	qːum	qːum	qːum	-645
1518	Fite_Aghul	sand	70	qːum	qːum	qːum	-646
1519	Aghul_proper	sand	70	qːum	qːum	qːum	-647
1520	Northern_Tabasaran	sand	70	ɢum	ɢum	ɢum	-648
1521	Southern_Tabasaran	sand	70	ʁum	ʁum	ʁum	-649
1522	Gyune_Lezgi	sand	70	qːum	qːum	qːum	-650
1523	Outgroup_Chechen	sand	70	ɣum {гIум}	гIум	ɣum	-651
1524	Mukhad_Rutul	sand	70	secʼ {сецI}	сецI	secʼ	293
#
1525	Nidzh_Udi	say	71	neχ- {нех-}	нех-	neχ-	294
1526	Vartashen_Udi	say	71	eχ- {ех-}	ех-	eχ-	295
1527	Archi	say	71	bo-	bo-	bo-	296
1528	Kryts_proper	say	71	l=u-	l=u-	l=u-	296
1529	Alyk_Kryts	say	71	l=i-yi	l=i-yi	l=i-yi	296
1530	Budukh	say	71	yuʔu- {йуъу-}	йуъу-	yuʔu-	296
1531	Mishlesh_Tsakhur	say	71	eh- {эгьес, ивгьес}	эгьес, ивгьес	eh-	296
1532	Mikik_Tsakhur	say	71	ih-	ih-	ih-	296
1533	Gelmets_Tsakhur	say	71	ih- {игьез}	игьез	ih-	296
1534	Mukhad_Rutul	say	71	class=ux- {гьухьус}	гьухьус	class=ux-	297
1535	Ixrek_Rutul	say	71	class=ux- {гьухьун}	гьухьун	class=ux-	297
1536	Luchek_Rutul	say	71	class=ux-	class=ux-	class=ux-	297
1537	Koshan_Aghul	say	71	kː-a-	kː-a-	kː-a-	298
1538	Keren_Aghul	say	71	aʁ-a-y-	aʁ-a-y-	aʁ-a-y-	299
1539	Gequn_Aghul	say	71	aʁ-a-	aʁ-a-	aʁ-a-	299
1540	Fite_Aghul	say	71	aʁ-a-	aʁ-a-	aʁ-a-	299
1541	Aghul_proper	say	71	aʁ-a-y-	aʁ-a-y-	aʁ-a-y-	299
1542	Northern_Tabasaran	say	71	kʼ-	kʼ-	kʼ-	300
1543	Southern_Tabasaran	say	71	kʼ-	kʼ-	kʼ-	300
1544	Gyune_Lezgi	say	71	l=uhˈu-	l=uhˈu-	l=uhˈu-	296
